coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Thu Apr 23 00:00:00 +0000 2020,,,https://bit.ly/2yxa26S,0,1253111343386940000,,,,en,,FALSE,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",CORONAVIRUS HELP DESK: “How seniors with no computers or transportation are getting groceries or paying bills right now?” a viewer asked News 13. We checked with Buncombe County to see what resources are available. https://t.co/YNbNqTUAaE,https://twitter.com/WLOS_13/status/1253111343386943489,Fri Apr 17 17:49:45 +0000 2009,WLOS_13,FALSE,News 13 WNC’s News Leader serving Asheville Hendersonville Rutherfordton Waynesville Weaverville Brevard and all points in between Also at http://t.co/R0aUejdN,3591,78185,730,882,"Asheville, NC",WLOS,WLOS_13,251668,,http://www.wlos.com,TRUE
,Thu Apr 23 00:00:01 +0000 2020,,,https://www.vladtv.com/article/262027/wh-hot-mic-catches-reporters-jokingly-discussing-whether-covid-19-is-a-hoax,7,1253111347849620000,,,,en,,FALSE,7,,,"<a href=""http://www.vladtv.com/"" rel=""nofollow"">VladTV Internal Post Feeder</a>",WH Hot Mic Catches Reporters Jokingly Discussing Whether COVID-19 Is a Hoax https://t.co/liFatvxcvE,https://twitter.com/djvlad/status/1253111347849629701,Fri Dec 12 22:43:40 +0000 2008,djvlad,FALSE,CEO of @VladTV - https://t.co/5HhmLqmB57 https://t.co/nBveYnnft6 https://t.co/Fz87H7ar19 https://t.co/SkrHQ1q6Pl business: kentay@vladtv.com / 818-927-1110,1213,164202,852,1582,New York,DJ Vlad - VladTV.com,djvlad,236123,,http://www.VladTV.com,TRUE
,Thu Apr 23 00:00:00 +0000 2020,ElDato,https://twitter.com/ElNuevoSiglo/status/1253111344045293569/photo/1,https://bit.ly/358iC8p,1,1253111344045290000,,,,es,,FALSE,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",#ElDato Laboratorios del Ejército procesarán 200 pruebas diarias de Covid-19 → https://t.co/JWmAujg5f6 https://t.co/onpjjkSXdC,https://twitter.com/ElNuevoSiglo/status/1253111344045293569,Wed Dec 16 00:51:49 +0000 2009,ElNuevoSiglo,FALSE,Cuenta oficial de El Nuevo Siglo. Diario especializado en análisis político y económico.  Facebook: https://t.co/3zqUL76Vp8,310,136942,1443,1067,Bogotá - Colombia,EL NUEVO SIGLO,ElNuevoSiglo,149562,,http://www.elnuevosiglo.com.co,TRUE
,Thu Apr 23 00:00:01 +0000 2020,,,https://www.cleveland.com/open/2020/04/ohio-lawmaker-in-facebook-post-criticizing-jewish-health-director-for-coronavirus-shutdown-says-he-wont-let-the-state-become-nazi-germany.html,0,1253111348164060000,,,,en,,FALSE,94,1.25306E+18,EmiliaSykesOH,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @EmiliaSykesOH: Disgusting. 

That’s it. That’s the tweet.  https://t.co/SLpxV50C1T",https://twitter.com/CMargaronis/status/1253111348164063232,Tue Sep 10 19:57:41 +0000 2013,CMargaronis,FALSE,"She/her. Wife, Stepmom, grandma, daughter, aunt of trans niece. Fibromyalgia; Political junkie; LGBTQ ally; #BLM #FreeAdnan #BidenHarris #DemCastOR #GeorgeFloyd",693742,13243,13300,50,"Jefferson, OR",Catherine ELECTION DAY! #BidenHarris2020!! 🥁 🆘,CMargaronis,329614,,http://DemCastUSA.com,FALSE
,Thu Apr 23 00:00:01 +0000 2020,,,,0,1253111348755670000,,,,en,,,0,,,"<a href=""https://www.globalcitizen.org/"" rel=""nofollow"">Global Citizen Mobile App</a>",".@SecAzar @HHSGov, reports around the country show that people of color are dying of COVID-19 at highly disproportionate rates. Please ensure states collect and report comprehensive data on infection, death and testing rates by race so that we properly protect the most vulnerable",https://twitter.com/TurdFer01451021/status/1253111348755673090,Fri Sep 06 17:19:46 +0000 2019,TurdFer01451021,TRUE,,3,2,33,0,,Turd Ferguson,TurdFer01451021,1419,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,,,https://twitter.com/Reuters/status/1252624677413031936,0,1253111348780830000,DrTedros,,189868631,en,,FALSE,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@DrTedros
WHO stands for Wuhan Health Organization. We don't buy their argument. https://t.co/x2yTAIUWPQ",https://twitter.com/YoungdoungT/status/1253111348780830723,Sat Aug 24 05:54:56 +0000 2019,YoungdoungT,FALSE,,280,18,137,1,"Toronto, Ontario",Youngdoung Tenzin,YoungdoungT,192,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,,,,0,1253111348566850000,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",It’s that time of year for my annual trip (online now due to covid) to Target to get my GoodFellow &amp; Co T-shirts!,https://twitter.com/chad_diddy/status/1253111348566855681,Tue Apr 10 01:59:37 +0000 2012,chad_diddy,FALSE,if you ain’t talkin money I don’t wanna talk.,568,58,87,1,"Fort Worth, TX",Chad Diddy,chad_diddy,1216,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,,,,0,1253111343676190000,,,,en,,,4280,1.2531E+18,GeoffRBennett,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @GeoffRBennett: President Trump: Coronavirus “might not come back at all.”

Dr. Fauci: “There will be coronavirus in the fall.”",https://twitter.com/RuthHuson/status/1253111343676194816,Mon Jul 09 03:18:35 +0000 2012,RuthHuson,TRUE,,5184,14,383,0,,Ruth Huson,RuthHuson,409,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,,,https://bit.ly/3cEVpgi,0,1253111343646990000,,,,es,,FALSE,4,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Representante de la OMS en Rusia: “El mundo todavía está en las primeras etapas de la pandemia de coronavirus” https://t.co/9UVtFVdNez,https://twitter.com/VPITV/status/1253111343646998529,Fri Dec 18 19:56:04 +0000 2015,VPITV,FALSE,Canal de Noticias EN VIVO 🔴I 📡 Mira nuestra señal aquí: https://t.co/FZP0sCcYS6 I Youtube I ROKU | Apple TV | APP | Web |,737,538729,566,1169,Venezuela,VPItv,VPITV,292737,,http://www.vpitv.com,TRUE
,Thu Apr 23 00:00:00 +0000 2020,,,,0,1253111343667910000,,,,en,,,1209,1.2531E+18,WhiteHouse,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @WhiteHouse: We're determined to protect the communities that have been hit hardest by the Coronavirus—through both healthcare and econo…,https://twitter.com/MariaE156056860/status/1253111343667912705,Thu Mar 29 19:03:11 +0000 2012,MariaE156056860,FALSE,,54502,681,4755,16,NEW YORK ,Maria Elena,MariaE156056860,81636,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,Corona,,,0,1253111348386500000,,,,de,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Unsere Schule: „Wir schreiben Hausklausuren. Das wird eure Note verbessern.“
Hessisches Kultusministerium:
„Hausklausuren dürfen nicht bewertet werden.“
Mein Zeugnis der 12. klasse wird so schlecht😚
#Corona",https://twitter.com/Snxwprxncxss/status/1253111348386508802,Sat Aug 09 17:15:46 +0000 2014,Snxwprxncxss,FALSE,✨”Non ci pentiremo da vecchi perché saremo ricchi per sempre”✨19✨plant-based✨Sfera Ebbasta✨dealing with mental health and self-esteem issues✨ recovering✨,12934,161,85,0,70588 Frank Sinatra Drive,✨Annika✨,Snxwprxncxss,23655,,https://www.instagram.com/annika.grf/,FALSE
,Thu Apr 23 00:00:01 +0000 2020,,,,0,1253111348176710000,,,,en,,,8541,1.25303E+18,secupp,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @secupp: Anderson Cooper just tried to show Las Vegas Mayor Carolyn Goodman, who wants to reopen casinos, a graphic depicting the spread…",https://twitter.com/DaveinthePeg/status/1253111348176711681,Mon Aug 22 18:10:29 +0000 2011,DaveinthePeg,FALSE,Established 2009. Proudly Canadian.,16228,93,202,0,,Dave Wray 🇨🇦,DaveinthePeg,2103,,,FALSE
,Thu Apr 23 00:00:01 +0000 2020,,,,0,1253111348994730000,,,,es,,,291,1.25303E+18,FernanMartinez,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @FernanMartinez: Un candidato (a) no puede manejar esta epidemia.

Se necesita una persona ecuánime y no un pirómano.

Que el candidato…",https://twitter.com/CarlosH37480172/status/1253111348994736128,Tue Dec 11 00:40:51 +0000 2018,CarlosH37480172,FALSE,,11202,46,91,0,,CarlosH,CarlosH37480172,11681,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,,,https://www.fayerwayer.com/2020/04/whatsapp-stickers-coronavirus,3,1253111343680380000,,,,ca,,FALSE,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","¿Stickers de la OMS?
https://t.co/mWay2rNgXY",https://twitter.com/fayerwayer/status/1253111343680385024,Tue Jul 24 23:34:13 +0000 2007,fayerwayer,FALSE,Tu dosis diaria de tecnología y tendencias en español. Desde 2005 🚀,621,489734,331,7299,Internet,FayerWayer,fayerwayer,104355,,http://www.fayerwayer.com,TRUE
,Thu Apr 23 00:00:00 +0000 2020,,,,0,1253111343844060000,,,,en,,,28,1.25311E+18,naretevduorp,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @naretevduorp: .@realDonaldTrump ask the families of the 47,000 who have died.

You won't feel so optimistic.",https://twitter.com/geokem7/status/1253111343844069378,Wed Nov 19 22:30:26 +0000 2008,geokem7,FALSE,"Ph.D. in Geological Sciences. Geochemist with interests in environmental and geological sciences, foreign affairs and government (Navy vet (SWO)).",55854,4349,4988,319,Tuscaloosa AL,Robert Meintzer,geokem7,213360,,,FALSE
,Thu Apr 23 00:00:00 +0000 2020,,,https://bit.ly/3cG72ns,29,1253111343697270000,,,,en,,FALSE,5,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Sampaloc residents flock to Trabajo Market hours before 'hard lockdown' https://t.co/6X2PiEMjnw,https://twitter.com/gmanews/status/1253111343697276928,Tue May 12 07:14:09 +0000 2009,gmanews,FALSE,Welcome to the official Twitter account of GMA News in the Philippines.,15300,5805826,708,8452,Philippines,GMA News,gmanews,702865,,http://www.gmanews.tv,TRUE
,Thu Apr 23 00:00:00 +0000 2020,,,https://www.chapintv.com/actualidad/la-piel-de-dos-medicos-chinos-que-probaron-un-tratamiento-contra-el-coronavirus-se-volvio-mas-oscura-283610,17,1253111343718120000,,,,es,,FALSE,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Ambos médicos trabajaron con el doctor censurado por la policía cuando alertó del brote de Covid-19.
https://t.co/uErPqCI338",https://twitter.com/Noti7Guatemala/status/1253111343718125568,Wed Jun 02 18:54:00 +0000 2010,Noti7Guatemala,FALSE,El noticiero de los guatemaltecos. También en Facebook https://t.co/UAs6DQ9ihB #AsíEsMiTierra,37563,1211551,931,1767,Guatemala,Noti7,Noti7Guatemala,162676,,http://www.chapintv.com/programa/noti-7,FALSE
,Thu Apr 23 00:00:02 +0000 2020,,,,1,1253111352266190000,MysterySolvent,1.25309E+18,1.09471E+18,en,,,0,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@MysterySolvent The king of covid,https://twitter.com/MikeWal95246061/status/1253111352266194950,Sat Oct 05 22:09:56 +0000 2019,MikeWal95246061,FALSE,"Husband of one, father of two, grandfather of six",7665,1461,2847,1,,Mike Wallace,MikeWal95246061,7494,,,FALSE
,Thu Apr 23 00:00:03 +0000 2020,,,https://baltimore.cbslocal.com/2020/04/22/attorney-general-brian-frosh-urges-telecommunications-company-to-keep-marylanders-connected-during-covid-19-pandemic/,3,1253111356607390000,,,,en,,FALSE,0,,,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",Maryland Attorney General Brian Frosh joined a coalition of 27 attorneys general urging the telecommunications industry to strengthen commitments to protect consumers struggling financially as a result of the COVID-19 pandemic. https://t.co/iU53a8otC4,https://twitter.com/wjz/status/1253111356607397893,Tue Mar 17 17:48:44 +0000 2009,wjz,FALSE,"The latest #Maryland news, weather, sports and traffic from #WJZ. News tips: 410-578-7568. E-mail: newsroom@wjz.com. Download our apps.",1349,255975,560,1755,Baltimore,WJZ | CBS Baltimore,wjz,383135,,http://wjz.com,TRUE
,Thu Apr 23 00:00:02 +0000 2020,,,https://bit.ly/3aoH3zi,0,1253111352362660000,,,,ro,,FALSE,0,,,"<a href=""http://rsstweeter.com"" rel=""nofollow"">rsstweeter.com</a>",Coronavirus In Pennsylvania: Gov. Tom Wolf Announces Criteri.. https://t.co/XpM1CVsM1V,https://twitter.com/Living_PGH/status/1253111352362663940,Thu Dec 03 05:29:53 +0000 2015,Living_PGH,FALSE,All the news you need to know if you live in the city of Pittsburgh or surrounding areas.,0,418,0,3,"Pittsburgh, PA",LivingPGH,Living_PGH,78740,,http://livingPGH.com,FALSE
,Thu Apr 23 00:00:03 +0000 2020,,,,0,1253111356963850000,,,,tr,,,18,1.25302E+18,MUSIADTV,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @MUSIADTV: .@MUSIADAkademi Üyesi @BelmaUysal, @TODER2002 Bşk. @IbrahimTaselFDD, @TOZOK1951 Bşk.@Dal_Nurullah ve @OZKURBIR Bşk. @HamiKoc_…",https://twitter.com/dal_nurullah/status/1253111356963852288,Thu Dec 01 09:51:02 +0000 2011,dal_nurullah,FALSE,Türkiye Özel Okullar Derneği Başkanı,12578,5554,333,18,"İstanbul, Türkiye",Nurullah Dal,dal_nurullah,5356,,,FALSE
,Thu Apr 23 00:00:02 +0000 2020,,,https://www.gazettextra.com/news/business/pandemic-fuels-interest-in-pet-adoptions/article_e499e176-4074-5400-93b7-f70a2fdb3189.html#utm_campaign=blox&utm_source=twitter&utm_medium=social,0,1253111352773800000,,,,en,,FALSE,0,,,"<a href=""https://www.townnews.com/"" rel=""nofollow"">BLOX CMS</a>","The Humane Society of Southern Wisconsin in Janesville has found homes for all of its animals except for 10 cats, Executive Director Michael McManus said. https://t.co/RvdnJ79Ls5",https://twitter.com/gazettextra/status/1253111352773808131,Wed Feb 04 20:58:34 +0000 2009,gazettextra,FALSE,"Home of The Gazette on Twitter. Serves Janesville, Rock/Walworth counties. Retweets are not endorsements.",65,5406,249,194,"Janesville, Wis.",GazetteXtra,gazettextra,38500,,http://gazettextra.com,FALSE
,Thu Apr 23 00:00:02 +0000 2020,,,,0,1253111352731840000,,,,es,,,89,1.25309E+18,lcvelez,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @lcvelez: HILO - Frente al negativismo de muchos, quiero compartir un concepto que hace unos días le escuché a @tomfriedman en una confe…",https://twitter.com/isabelmejiav/status/1253111352731844608,Mon May 27 17:03:16 +0000 2013,isabelmejiav,FALSE,,10596,119,112,0,,Isa Mejia,isabelmejiav,11847,,,FALSE
,Thu Apr 23 00:00:03 +0000 2020,,,,0,1253111356691110000,,,,en,,,701,1.25311E+18,SRuhle,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SRuhle: I read this
I read it again 
I dug down deep to “what would Jesus do” territory?
And still....
NO",https://twitter.com/HatesGerry/status/1253111356691111937,Sat Mar 14 22:43:00 +0000 2020,HatesGerry,FALSE,Anti-War USAF Veteran / Part time Climate Scientist / Full time dog enthusiast / (He/Him/His),47162,347,693,0,"Denver, CO",UsuallyAnnoyed,HatesGerry,39007,,,FALSE
,Thu Apr 23 00:00:04 +0000 2020,Covid19,,,0,1253111360348610000,,,,en,,,48,1.25033E+18,Refinitiv,"<a href=""http://gaggleamp.com/twit/"" rel=""nofollow"">GaggleAMP</a>",RT @Refinitiv: With a vaccine for #Covid19 under development and countries figuring out the right balance between lockdowns and forsaking e…,https://twitter.com/nualaj/status/1253111360348618752,Mon Apr 27 15:53:07 +0000 2009,nualaj,FALSE,Marketing strategist focused on #fightfinancialcrime and third party risk,662,194,318,5,,Nuala Johnson,nualaj,624,,,FALSE
,Thu Apr 23 00:00:03 +0000 2020,,,https://lnkd.in/dKyBzxU,0,1253111357106510000,,,,en,,FALSE,0,,,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",Fleet and MRO Forecast COVID Impact Update https://t.co/HybXFOwrJ1,https://twitter.com/MathieuVasseux/status/1253111357106511874,Fri Nov 09 14:39:23 +0000 2018,MathieuVasseux,FALSE,"Head of #MiddleEast #FinancialServices 
CEO #KSA
@OliverWyman  @MarshMacLennan
@TheOWForum",3,30,106,0,"Dubai, United Arab Emirates",Mathieu Vasseux,MathieuVasseux,2826,,http://oliverwyman.com,FALSE
,Thu Apr 23 00:00:03 +0000 2020,,,,0,1253111356636770000,,,,ja,,,610,1.25307E+18,RawheaD,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","RT @RawheaD: 今日の大スクープ２本。

●２月末アメリカ国民にパンデミックの危険を訴えようとしたCDC長官を、「株式市場を怯えさせる」としてクビにするとトランプが脅してた

●昨日クビになったワクチン開発を監督してた高官が、その理由がトランプがクロロキンを大プッシュ…",https://twitter.com/usa_hakase/status/1253111356636778498,Sun Feb 13 14:26:39 +0000 2011,usa_hakase,FALSE,"Volcanologist/geologist, Shizuoka University & Izu Peninsula Geopark 静岡県で火山や地震やジオパークのことを研究してます。岩波新書「富士山　大自然への道案内」の著者、ブラタモリ富士山の案内人",5785,16284,274,1208,"静岡, Shizuoka, Japan",月野うさはかせ Prof.Lièvre,usa_hakase,180762,,http://sakuya.ed.shizuoka.ac.jp/koyama/public_html/,FALSE
,Thu Apr 23 00:00:02 +0000 2020,,,,0,1253111352614210000,OttawaPolitico,1.25308E+18,1556631295,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@OttawaPolitico 6 d) During past 2 yrs have you experienced divorce, separation, a breakdown of significant relationship, job loss or bankruptcy? These are on my renewal app. Extended renewal timeline due to Covid as I can't get passport sized ID right now 3/3",https://twitter.com/BudWitzke/status/1253111352614219776,Wed Mar 30 01:42:41 +0000 2011,BudWitzke,FALSE,Expert user of vomitorium style social media. Lifelong Conservative 🇨🇦🇩🇪🇮🇪,147300,3627,2909,76,Simcoe-Grey ON Canada,Bud Witzke #CoronaVirusFatigue #TrudeauResign,BudWitzke,96710,,http://www.realrockpro.com,FALSE
,Thu Apr 23 00:00:02 +0000 2020,coronavirus health,https://twitter.com/wef/status/1253111351964241923/photo/1,https://bit.ly/3cz6Beu,27,1253111351964240000,,,,en,,FALSE,14,,,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",This is how COVID-19 is changing the nature of grief https://t.co/yKn2d8Kiqu #coronavirus #health https://t.co/MO3uIZxwql,https://twitter.com/wef/status/1253111351964241923,Wed Apr 18 14:00:19 +0000 2007,wef,FALSE,The international organization for public private cooperation. #wef21,1793,3891723,512,26153,"Geneva, Switzerland",World Economic Forum,wef,158684,,https://www.weforum.org/,TRUE
,Thu Apr 23 00:00:02 +0000 2020,,,http://tvrengo.cl/2020/04/22/mop-ohiggins-avanza-en-construccion-de-caminos-con-los-debidos-resguardos-por-pandemia-covid-19/,0,1253111352270500000,,,,es,,FALSE,1,1.25304E+18,TvRengo,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TvRengo: MOP O’HIGGINS AVANZA EN CONSTRUCCIÓN DE CAMINOS, CON LOS DEBIDOS RESGUARDOS POR PANDEMIA COVID-19 https://t.co/i0QKeFpAIJ",https://twitter.com/MOPOHiggins/status/1253111352270508036,Wed Jul 02 16:54:58 +0000 2014,MOPOHiggins,FALSE,"Secretaria Regional MInisterial de Obras Públicas, Región de O´Higgins",9642,4348,48,21,"Cuevas 530,Rancagua, Chile",MOP O´Higgins,MOPOHiggins,8134,,http://ohiggins.mop.cl/,FALSE
,Thu Apr 23 00:00:03 +0000 2020,,,,0,1253111357475610000,,,,es,,,3280,1.25308E+18,doctormacias,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @doctormacias: Hay políticos que usan mascarillas N95 mientras existe personal de salud con dificultad para conseguir una para atender p…,https://twitter.com/Jossalvd/status/1253111357475610624,Thu Oct 15 16:25:52 +0000 2009,Jossalvd,FALSE,"You've come a long way, and you deserve to be really happy.",12769,306,400,1,,Joss Alvarado,Jossalvd,7083,,,FALSE
,Thu Apr 23 00:00:02 +0000 2020,,https://twitter.com/ericswalwell/status/1253109272189128704/photo/1,https://twitter.com/AshleyRParker/status/1253085875161923584,0,1253111352916200000,,,,und,,FALSE,99,1.25311E+18,ericswalwell,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @ericswalwell: https://t.co/tbB4463gaX https://t.co/wXhtlIW12v,https://twitter.com/kincaid323/status/1253111352916205568,Tue Jun 11 22:54:12 +0000 2013,kincaid323,FALSE,"One angry snowflake.
#ImpeachedForLife
#FlippedTheHouse #FlipTheSenate #FlipTheWhiteHouse #GunSenseNow #VetsResistSupportSquadron #RestoreTheVRA #DemCast",492250,6117,6727,17,,Kincaid,kincaid323,89848,,,FALSE
,Thu Apr 23 00:00:02 +0000 2020,,,,0,1253111352257900000,,,,en,,,1681,1.25309E+18,davidaxelrod,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @davidaxelrod: This poor CDC director is torn between science, his sense of duty and the man looming over his shoulder.",https://twitter.com/gelenyarilez/status/1253111352257904643,Sat Mar 21 10:40:55 +0000 2015,gelenyarilez,FALSE,"Feminist and Liberal #Seer #SemperFi #VoteGopOut #NoToFascism 
I Need a Puppy Who can help me get one?",120848,2749,2800,13,"New York, NY",Gelen Yarilez ( Text Joe to 30330 ),gelenyarilez,134639,,https://joebiden.com/,FALSE
,Thu Apr 23 00:00:03 +0000 2020,Σκοιλ_Ελικικου απαγορευσηκυκλοφοριας καραντινα Βρουτσης κορωνοιος lockdowngr COVID19 covid19Gr,,,0,1253111356661900000,Orestios,1.2531E+18,75768967,el,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@Orestios Και έκανε τη δουλίτσα του με το ΣτΕ και θα τον ξεφορτωθεί όποτε γουστάρει λογω #Σκοιλ_Ελικικου 
Τί όχι;

#απαγορευσηκυκλοφοριας #καραντινα #Βρουτσης #κορωνοιος #lockdowngr #COVID19 #covid19Gr",https://twitter.com/ParisDalianis/status/1253111356661907457,Wed Dec 21 14:38:58 +0000 2011,ParisDalianis,FALSE,"Ομελέτα, χωρίς να σπάσεις αυγά, δε γίνεται!
You can't make an omelette without breaking eggs!",40261,362,230,2,"Athens, Greece (yet)",Παρασκευάς,ParisDalianis,13629,,,FALSE
,Thu Apr 23 00:00:03 +0000 2020,,,https://www.ksla.com/2020/04/22/dermatologist-covid-toes-potential-symptom-new-coronavirus/,2,1253111356473180000,,,,en,,FALSE,1,,,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>",This may be a symptom that could link an otherwise healthy child to having COVID-19. https://t.co/AmnkODO9sa,https://twitter.com/KSLA/status/1253111356473184258,Wed Feb 11 01:24:28 +0000 2009,KSLA,FALSE,#FirstAware #FirstAlert #ArkLaTex #LouisianaStrong News tip? call (318) 677-6713 or email KSLA-News12@Gray.TV,796,68974,621,575,Shreveport∙Texarkana∙Marshall,KSLA News 12,KSLA,104477,,http://www.ksla.com,TRUE
,Thu Apr 23 00:00:02 +0000 2020,Supermarket Pandemic coronavirus grocery innovation processes awareness,,https://lnkd.in/e_MtuaK,0,1253111352425670000,,,,en,,FALSE,1,,,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","The #Supermarket After the #Pandemic - The #coronavirus will change #grocery stores, and probably not for the better.  #innovation #processes #awareness https://t.co/6c04lFEv6B",https://twitter.com/JFortin670/status/1253111352425676802,Wed Apr 06 20:56:15 +0000 2011,JFortin670,FALSE,"Semi-Retired, Fmr. LEO, 2LT US Army MP, USAF, CMA class of 1988.  Executive, Entrepreneur, Lifetime Learner, Fmr. Official",0,11179,12809,346,"Spokane Valley, WA","Jeff Fortin, MBA, AMU Ambassador",JFortin670,88481,,http://jfortin670.wixsite.com/enewetak,FALSE
,Thu Apr 23 00:00:02 +0000 2020,,,,0,1253111352530550000,GabrielDanRadu,1.25311E+18,1657511264,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@GabrielDanRadu Hi! I put right in my original tweet the crucial info that there's no evidence that pets can transmit to people. Two pet cats testing positive in the U.S. is important public info &amp; updated CDC guidelines to keep cats indoors is relevant for a lot of people.,https://twitter.com/natashaldaly/status/1253111352530554886,Thu Mar 01 23:13:23 +0000 2012,natashaldaly,FALSE,"Staff Writer/Editor at @NatGeo covering how animals and culture intersect. 

DM for Signal. Also at https://t.co/v2R9ow8boJ",8395,13254,1299,131,"Washington, D.C.",Natasha Daly,natashaldaly,5289,,https://www.natashaldaly.com/,TRUE
,Thu Apr 23 00:00:02 +0000 2020,,,,0,1253111352304050000,,,,en,,,38361,1.25305E+18,BarackObama,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @BarackObama: While we continue to wait for a coherent national plan to navigate this pandemic, states like Massachusetts are beginning…",https://twitter.com/RabidDemocrat/status/1253111352304054274,Fri Jan 15 02:25:34 +0000 2016,RabidDemocrat,FALSE,“Anyone who has the power to make you believe absurdities has the power to make you commit injustices.”,24872,257,2101,11,19475,RabidDemocrat,RabidDemocrat,19731,,,FALSE
,Thu Apr 23 00:00:03 +0000 2020,Trump,https://twitter.com/MediasetTgcom24/status/1253111355546103809/photo/1,https://www.tgcom24.mediaset.it/mondo/coronavirus-trump-contro-governatore-georgia-riaperture-premature_17541882-202002a.shtml,6,1253111355546100000,,,,ca,,FALSE,4,,,"<a href=""http://www.social.mediaset.it"" rel=""nofollow"">Social Mediaset </a>","Coronavirus, Trump contro governatore Georgia: riaperture premature  #Trump https://t.co/M3KELOVAf1 https://t.co/gExSC93JW5",https://twitter.com/MediasetTgcom24/status/1253111355546103809,Fri Jul 08 13:12:20 +0000 2011,MediasetTgcom24,FALSE,Profilo ufficiale di Tgcom24: tutte le notizie sul sito https://t.co/sC5iMbymSN e sul canale 51 del digitale terrestre,696,1072508,977,2283,,Tgcom24,MediasetTgcom24,179004,,http://www.tgcom24.mediaset.it/,TRUE
,Thu Apr 23 00:00:03 +0000 2020,,,,0,1253111357135820000,,,,en,,,13018,1.25306E+18,funder,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @funder: BREAKING: President Obama slams Trump saying “we continue to wait for a coherent national plan to navigate this pandemic.” Obam…,https://twitter.com/TrafficSafetyC1/status/1253111357135822848,Mon Dec 02 03:02:13 +0000 2019,TrafficSafetyC1,TRUE,,11479,207,1263,0,,Traffic Safety Control Consultant,TrafficSafetyC1,27497,,,FALSE
